date,name,comment,rating
2022-05-17,Srinu Ch,Srinu.ch,1.0
2022-05-17,Dr Mukesh kumar Jha,Nice,5.0
2022-05-17,Rahat Rafi,👌👌👌👌👌,5.0
2022-05-17,DEEPAK B ZALA,"This new version is not working and multiple I'd create in my I'd prof with other applications is good so with work and add other service with check application, application is eka care is good for ur applications",1.0
2022-05-17,R Ravinder Rao,Good,5.0
2022-05-17,Radhakrishna Shamji,Very bad app. System getting hung,2.0
2022-05-17,Sunil Dutt Bhatt,Nice App,5.0
2022-05-17,Deepak “Deep” Shukal,Very good,4.0
2022-05-17,RANJAN SINGH,I have ABHA's no. Not found. Tried many times. bad app,1.0
2022-05-17,Ratan Khandelia,It is asking for new update everytime. Even after fresh new install.. can't use app,1.0
2022-05-16,Onminthang Haokip,Good,5.0
2022-05-16,SAMPATH KUMAR,Time loss and space loss in mobile phone,1.0
2022-05-16,C P Ubaid (Ubaidulla Chole Parambil),Its not working! when open app getting a pop-up that like there is newer version available to download click download button the download button leads to playstore but here no updates and the same app nothing new its stuck if it open not login,1.0
2022-05-16,inba kumar G,Good,2.0
2022-05-16,सतीश स्टेट बैंक ऑफ इंडिया,Excellent,5.0
2022-05-16,Mukesh Sharma,Good,5.0
2022-05-16,Ramswaroop Chandrawanshi,न्यू वर्जन खुल नहीं रहा है किया कारण है?,3.0
2022-05-16,MILIND BOKIL,"I installed it and when I try to open , message reflects Download new version , while there is no new version as I uninstalled it and re installed it but mo effect",1.0
2022-05-16,Kishore Patnaik,After installation it is showing new version available but it isn't downloading or moving to next step,1.0
2022-05-16,RAKESH KUMAR PAPNEJA,Abha ek acchi shuruaat hai lekin logon Ko iske bare mein koi jankari nahin hai abhi logon mein awareness nahin hai apni health ke bare mein iske liye bahut kuchh Kiya Jana Abhi baki hai,4.0
2022-05-16,N Jagadeesan,Good,5.0
2022-05-16,Kashyap Patel,Awesome,5.0
2022-05-16,adityaalok alok,Today (16/5/22) I downloaded the app and when I open the app it shows please download the updated version and it goes back to google play store,1.0
2022-05-16,abdul kaladiya,Good app,5.0
2022-05-16,Venkateshwar Reddy Eedula,Didn't opening the App Download new version page Playstore Open Download page Repeating,1.0
2022-05-16,Ajay Lakhanpal,Always shows new app download,1.0
2022-05-16,Patel Harshadbhai,good & Parfect result on app,3.0
2022-05-16,Circle555 apps,It's saying download updated version and screen stuck.. No able to move forward.. Download again and again but seems it's not working. Can you check logs and fix that issue on priority..,1.0
2022-05-16,sudhanshu shekhar,Unable to update mobile number.,3.0
2022-05-16,Rajnish Kumar,Can't login rightnow. I also have to delete multiple abha address,2.0
2022-05-15,Anil kumar,App is not working.,1.0
2022-05-14,LAKHVINDER SINGH,OK,5.0
2022-05-12,M Lokesh,Good,5.0
2022-05-12,M Arjun kpm,Good👍,5.0
2022-05-11,Ajit Patel Devarsh,Exilent,5.0
2022-05-11,Manish Mishra,Good,5.0
2022-05-11,KAMLESH RULANIYA,Yas,5.0
2022-05-11,BarmedaRupal Mital,Sir i can not open my abha app Displayed as update avelebale while my app is alredy up todate,2.0
2022-05-11,Himanshu Sanehi,"Today (11 May 22) an update was available and I updated the app. Even then on starting the app, a msg is shown to download updated version which takes me to Playstore. Unable to start the app.",1.0
2022-05-11,Arun Kumar K.B,"Error: New version available, not login",1.0
2022-05-11,VEMULA SWAMYGANESH,App is not working app is open to asked update new version no show update it's low poor application....,1.0
2022-05-11,Bharat Danidhariya,Best,5.0
2022-05-11,DAMOR BHATHI BHAI,Good work,5.0
2022-05-11,Rohit Raj Sharma,Excellent,5.0
2022-05-10,Heeralal Kewat,Good,3.0
2022-05-10,Ishan Deshmukh,Buuooo,1.0
2022-05-09,Ravi Singh,"Farzi app,register toh hota nhi or kya hi ummeed kre..1star se kam hota toh vo b de deta me",1.0
2022-05-09,Mini Bali,Very Bad service,1.0
2022-05-07,Mubashir Khan,This app is not up to date as the new updation need to update @ndhm to abdm. This is causing issue that abha address is not accepted to get logged in the app.,1.0
2022-05-07,Ashok Parmar,Good,1.0
2022-05-07,Kishore Saikia,Unknown error show,1.0
2022-05-07,Rajat,"Aadhar/mobile OTP verification is not working and constantly failing each time I try to log into my account. ""An unexpected error occured"" is what I see each time I fill the otp and hit next.",1.0
2022-05-06,Rishabh Meena,My ABHA card ekyc is completed but i am not able to complete it and make my abha address and login in the app,1.0
2022-05-06,suresh shah,Nice,5.0
2022-05-06,Rasheedha Beevi P M,"""Unknown Error Occurred"" message is showing while registration or login. Then what is the need of this application??",1.0
2022-05-06,munwar khan,Nice,5.0
2022-05-06,JYOTI KUMARI,App not working registration nit complete its show unknown error auccer...,1.0
2022-05-06,Gaurav Sharma,Not able to register. Useless app.,1.0
2022-05-06,Chetan Shenoy,App says unable to find ABHA Id when i actually have an abha id.,1.0
2022-05-06,Krishna Murari Tiwari,Unable to sign in. Still application is showing @ndbm but it is already updated in website. Very bad experience. (My application is already updated),1.0
2022-05-06,Nagji Thakor,Good,5.0
2022-05-06,vandana maroli,My app is not working properly,1.0
2022-05-06,assasin boy,"Unable to register. Saying "" error occurred, try after sometime"". Useless app.",1.0
2022-05-05,Priyavarat Sehrawat,Not able to verify via mobile otp or adhar OTP...always getting error....unknown error occured...developer plz chk,1.0
2022-05-05,Kishore Gandham,Concept is Good. But why can't I register my self.,2.0
2022-05-05,SAHARA KHANOM LASKAR,Nice,5.0
2022-05-05,Arul Kumaran J,I have created Id with ndhm extension now I am not able to login as my new I'd with abha. As I am getting error msg of user id not present. When I checked with the system it exists. Pls provide me the solution. Thanks,1.0
2022-05-05,kishan halder,"Unable to login, whenever I try to login it shows that my id not found. But when I reset my pass it was done smoothly. Even when I check in my computer, it was showing fine...",1.0
2022-05-05,ilamdi hau,I cant registered it keeps saying unknown error,1.0
2022-05-04,Priyank Agarwal,Unable to Login. It says no user record found and when we go on complete registration it says user already exists.,1.0
2022-05-04,Kiran Kadali,Unable to login,1.0
2022-05-04,Kulwant Singh,Sir app is good but now the app is not open from one week the abha address not valid plz clear the issue,1.0
2022-05-03,Hem Raj (Guddu),"Enable to login. Error occurred all the time- ""No acount found with the requested abha address 'hrajsalaik@ndhm'. Please try with different abha address . This problem occurred only in app. Otherwise on the site I logged in. Wts the problem guys????",1.0
2022-05-02,Shivam book stationery bharkatta,Nice,5.0
2022-05-02,Surya Salian,Cant log in,1.0
2022-05-02,ROHIT kUMAR,hello sir not open application,1.0
2022-04-30,Roshan R S,Can't even login,1.0
2022-04-29,ankush masugade,Bad experience,1.0
2022-04-29,Ravi Jani,How am I supposed to login when you cant change ndhm to abdm. Without informing anyone you have changed @ address and now I can't login in the app.,1.0
2022-04-29,Ram Awatar singh,Not working properly I have submitted all information but I can't complete my registration process,1.0
2022-04-29,Ramesh Samiappan,"No account found with the requested ABHA address. Though I have an active account and able to reset the password from app, when I try to login keep getting the message that address not found.",1.0
2022-04-29,Sandeep Yaduvanshi,I am not able to login. I have abha account number.. I spite of that i unable to login. Please resolve it,1.0
2022-04-29,Suvasis Malla,Not able to Login,1.0
2022-04-29,Pinaki Sarkar,I can't create abha address for login username. What happened.,3.0
2022-04-29,Jagdish Pandya,Very nice,5.0
2022-04-29,Rakesh Kumar Saini,"Worst app. Not allowing to login. Tried everything. Everytime saying invalid username. From forget username option after feeding detais and otp it shows registered username. Again from forget password option, after otp it allowing to creat password. Password created successfully. Even then not allowing to login. Again say ""invalid username or password"" Tried several times. Will the national health mission go this way?",1.0
2022-04-28,Vishal Yadav,App showing only one suffix is @ndhm what about @abdm,1.0
2022-04-28,Avinash Jha,unable to login...it says invalid user...,1.0
2022-04-28,Jai Raj,"Bad, baddest",1.0
2022-04-28,Karan Sompura,Not working.. Even having registration number it's show error.. Faltu na app bnavine besi Jai che Paisa kamava,1.0
2022-04-28,Trapti Mishra,Aadhar linkage is not happening. ABHA shows error in updating aadhar number both in this app as well as aarogya setu. So not able to create ABHA account. Please resolve the issue.,1.0
2022-04-27,Abhijit Barik,Able to create ABHA number but can't login through mobile app as the OTP is not working for some error,1.0
2022-04-27,Sandeep Kumar,Very disappointed. Unable to logged in many try. Need more reliable like Other govt. App,1.0
2022-04-27,amar Pandey,Fraud app. Does not work.,1.0
2022-04-27,Sagar Rawat,"Worst app, just remove it from app store",1.0
2022-04-27,CA. Kumaraswamy A,"Utter failure. Impossible to login even after trying all methods by changing password, using health ID .",1.0
2022-04-27,Sushil Umaro Kanpur,"Bakwas app , no work",1.0
2022-04-27,Chandrashekara K,Phr adress : @Abdm. App showing @ndhm. Login issue,5.0
2022-04-26,Aditya Ozha,Free Advice :- Don't install it ! Thank you (•‿•),1.0
2022-04-26,Ruchi Singh,Whenever I am trying to register It is showing unknown error multiple times i tried to register,1.0
2022-04-26,NEET NARREY,Not working,1.0
2022-04-26,HItesh Chavada,Its just worst app .every time whenever try to creat or login it shows only try after sometime.,1.0
2022-04-25,Sanjay Hetram,Good,3.0
2022-04-25,prasanth Mancheri,New Ayushman Bharat health card online apply,4.0
2022-04-25,CA Pankaj Agrwal,Not able to login. Everyone getting message invalid login or password. Reset password twice.,1.0
2022-04-25,anup sardesai,Worst app ever,1.0
2022-04-25,Mahendra Lathi,Not working when OTP enter showing error try after some time I tried more 25 time at different times,1.0
2022-04-25,జన్నారపు రవి,Super,5.0
2022-04-24,Rishabh Dev Maurya (Rishi Kumar),"This app is not working properly, always there is some error.",3.0
2022-04-24,G Play,Not working app,1.0
2022-04-24,Madhu sudhan Debnath,In 10 hours I have been tried so many times but I am unable to open my account.,1.0
2022-04-23,ramana naik,"NOT ABLE TO REGISTER, ALWAYS SAYING UNEXPECT ERROR , IRRITATING THIS APP",1.0
2022-04-23,Prince Nahar,Cannot process the request at the moment pls try later. Always same error,1.0
2022-04-22,dines apna,Very bad app,1.0
2022-04-20,Santosh Kumar,"I'm not able to create my account 8ts showing error "" invalid update login details request"" pls help",1.0
2022-04-19,Mosharof Zaman,"Not satisfactory at all, need more improvisation",1.0
2022-04-17,Yash Rupareliya,I can't add my previous health records because there are no options available to add old / previous health records. My suggestion to you is that you should also make available the option of previous health records as soon as possible so that everyone can get maximum benefit from this.,1.0
2022-04-17,Radha Manohar Garimella,Unable to download the card,5.0
2022-04-14,Narendar Sundaram,Good app,5.0
2022-04-11,Nawang Namgail,Unable to login error,1.0
2022-04-11,Seraj Ahmad,"May I do this app for a long time, I like it very much, all of you do it and do it once please.",5.0
2022-04-11,sree rama murthy Grandhi,"Thank you for your quick response, after latest update it's working fine",5.0
2022-04-10,Mani Bhardwaj,Increase your database and tieup with more hospitals specially the prominent ones . I am from Udaipur and could not find our main govt hospital in your database please rectify this and tieup with both govt and private hospitals else there is no use of this centralised health id,4.0
2022-04-10,VARUN MURUGAN,Muruganantham.j,5.0
2022-04-09,shiva,"App is good but i am not able to open documents , it is saying no supported app to open document.",4.0
2022-04-09,Sheo Murat Maurya (शिव मूरत मौर्य),"First of all, keep a record of the disease of your app, which does not send OTP to the mobile number during registration. Then go and keep a record of the disease of mankind.",5.0
2022-04-08,Yugansh Mishra,Pls ensure our data security and privacy make sure everything is safe and protected.,5.0
2022-04-07,MKR 00,Ok,1.0
2022-04-06,pappu roy,Worst app ... It shows digital India..faltu,1.0
2022-04-05,Arif Rashid,Good experience to use ABJA,4.0
2022-04-05,RUDR R,Fully Bakwas app,1.0
2022-04-03,Swagata Roy,All time log out.,1.0
2022-04-02,Elan Pandora,"Waste app, mail id and password is not accepting. Worst worst worst application",1.0
2022-03-31,Bhoomesh Chilakani,Excellent,5.0
2022-03-31,Ashok Singh,Seems app is controlled by itians,1.0
2022-03-30,Satya Saroja G,Excellent Service,4.0
2022-03-29,Raghavendra Tirunagari,App is not opening. It says unable to verify device. Thank you for fixing the issue. It worked seamlessly. Thanks for the prompt response.,4.0
2022-03-29,Devender M,Super,5.0
2022-03-29,Simon Bright,Login issue got resolved from the recent updates. Thanks 😊✌🏽,4.0
2022-03-27,Satendra Kumar,Good👍. 🥰,5.0
2022-03-26,Y. srinivas. Y. srinivas,Very use full,5.0
2022-03-23,KALYANBABU,Good,5.0
2022-03-22,Samuel Samuel,Vest very bad dafar app,1.0
2022-03-20,SHYAMALI GHOSH DAS,Newly listed.,5.0
2022-03-19,Naresh Sunkari,Bad app properly not working,1.0
2022-03-18,Ethirajulu P,Good,5.0
2022-03-17,Akshun Sharma,"After downloading record from Cowin, It says No app available to open the document. It's a simple PDF.",1.0
2022-03-17,Niraj King,Very good,5.0
2022-03-16,santhana krishnan,Iam unable to fill the ABHAadress,1.0
2022-03-15,en swaasam,Utter waste,1.0
2022-03-14,G Ramurthy,Excellent andareki chaala upayogapadali ana alchana bagundi,5.0
2022-03-14,Shaikh Janibasha,Good,5.0
2022-03-13,vsvara prasad,Fine,5.0
2022-03-11,Shibam Biswas,Good,5.0
2022-03-11,Dr Manjeet Singh,Very poor App. Unable to verify Device,1.0
2022-03-10,rambabu nalli,Good,5.0
2022-03-08,Dilip Doshi,Very good,5.0
2022-03-08,navneet vashist,"You need to test run, before bublish the app on Play Store.. completely waste of time..",1.0
2022-03-06,SOMA SEN,Fair,5.0
2022-03-03,Mukesh Dhoriya,Very Good,5.0
2022-03-02,Hrithik Joshi,"It was working fine before last update but after logging with abha number and OTP , it always shows something went wrong, Please resolve it",1.0
2022-03-02,Dr S S Sharma,Does not open. Fails to identify theDevice,1.0
2022-03-02,Krishnendu Ghosh,"App doesn't open - show can not verify your divice. Please try to remove and new update it, make it easy to use.",2.0
2022-03-01,Shammi Raza,Unable to login,1.0
2022-03-01,abbas gariyadhar,Good,5.0
2022-03-01,Akkisetty Varalakshmi,Very good,5.0
2022-02-28,Suman Mandal,Good,5.0
2022-02-27,Dharmendra Thakar,Nice,5.0
2022-02-27,Abhishek Mani Tripathi,I am unable to add my past health records after updating to ABHA,3.0
2022-02-27,TalluruVenkata krishna prasad chowdary,VERY GOOD AND USEFUL,5.0
2022-02-26,Chaitesh Singh,"After updating its not open, blink message that your device is not verify",1.0
2022-02-26,ROHIT SINGLA,"Whenever i try to open this app,this app does not open and shows that :- unable to verify device. Please resolve this issue as soon as possible",2.0
2022-02-26,Suprabhat Kujur,Not opening,1.0
2022-02-26,RAJESH SINGH,Excellent app,5.0
2022-02-26,Azhar Patel,Unable to verify device problems,1.0
2022-02-26,Shib Tudu,Good,5.0
2022-02-26,HARESHBHAI VASAN,Best,5.0
2022-02-26,Vijay DSK,"Just installed the app and when I open it, it says unable to verify and exiting.",1.0
2022-02-26,ashok1 juturu,Not working,1.0
2022-02-26,Amiya Ranjan Patra,While opening the aap it is showing a massage unable to verify device and closing the app,1.0
2022-02-26,Anant Kumar,Nice app easy to use.,4.0
2022-02-26,sujay nabar,App crashes when opens in Samsung Android 11 device. It shows unable to verify device. Pls fix it.,1.0
2022-02-26,Tanay Soni,Hi pl help me as i update application now it's says unable to verify device & it's not opning & also i reinstall also. only pl solved my problem 🙏🏻,4.0
2022-02-26,Manish Saini,Before last update its working properly but after update it's show unable to verify device and it's closed every time.,1.0
2022-02-26,Bhupesh Bajaj,After update on 26 Feburary app is not launch just says phone is not verify and app closed.,1.0
2022-02-26,daleep KUMAR,Govt apps...are..very poor services,1.0
2022-02-26,Ajibul Hossain Shaikh,Super,5.0
2022-02-26,Manish,Not able to open it .saying the device can't be verified,1.0
2022-02-26,DEVANSH SRIVASTAVA,Thankyou.,5.0
2022-02-26,Soumitra Giri,"Does not work, shows unable to verify device",1.0
2022-02-26,AJMAL HALEED ALIYARU,Unable to open this app,1.0
2022-02-26,ALTAF BABU,Unable to verify device,1.0
2022-02-22,Koti Naresh,Very worst. I am not able to use this app at any cost. Always getting your request can't be processed try after some time.,1.0
2022-02-20,Indrajit Dev,Excellent,5.0
2022-02-19,R K Singh,I am trying to forget the password to reset it but not receiving OTP. Tried so many times.,2.0
2022-02-19,Suresh Kumar Tandon,Not interested app,1.0
2022-02-18,Ramsevak Kumar,Very Good,5.0
2022-02-17,JNYANA RANJAN BHOI,helth,4.0
2022-02-13,Chandana Sen,Does not launch,1.0
2022-02-12,Varun Krishnan,Unable to login or create password,1.0
2022-02-11,N K Tiwari,Need to Losts of Improvement with this app Not to set on upto the mark. i.e. If trying Forget password later on Showing OTP sent on Register Mobile Number but No OTP Received...,1.0
2022-02-11,Deepak Rai,"Started giving error ""Unable to verify device"" for some reason as soon as I open it and then stops.",3.0
2022-02-10,D Sunil,Good,5.0
2022-02-08,sanjeevamma Jadhav,Very good service,5.0
2022-02-07,Dhruvin Sorathiya,I tried to login 4 months ago but did not login and tried today but still don't login. Very poor work by IT team. Government is government.,1.0
2022-02-06,Yashansh Jindal,You need to give option to delete a particular medical record from ABHA ID which we don't want to either keep or share with you.,3.0
2022-02-06,Onkar Nath Mishra,Fantastick yojana Modi gi sader pranam.,2.0
2022-02-05,C Vinay Dubey,Not a good app...very poor performance by national health authority. 95% it doesn't pulls record from locker....A national portal should be flawless....,1.0
2022-02-03,Divahar J,I just tried to login. Created my health ID. But password is not getting generated. There's no OTP sent for creating a password,2.0
2022-02-02,rajendra petkule,खूब छान 🙏🏻👍👍👌👍👍🙏,3.0
2022-02-02,Kadambari Chhabra,Outstanding,5.0
2022-02-01,Indian Punjab,Bad,1.0
2022-01-31,king々HIMANSHU,Very useful application 👍,5.0
2022-01-30,kaushlendra Rajpoot,It's not working wasting time on this it's not working,1.0
2022-01-26,Mahendr Rajput,Mahendra Rajput,3.0
2022-01-26,Ayush Singh,Never works,1.0
2022-01-25,Tripper Boyka,Hey I am New to here,4.0
2022-01-25,Uvaish Rao,Otp not send,1.0
2022-01-25,Pankaj kumar singh,Very nice,5.0
2022-01-23,Vikas Rana,"After installation of the app, when I tried to open it automatically comes back to home screen and leaves a message 'Unable to Verify Device'",1.0
2022-01-23,DIP JYOTI LAHON,Very good app,5.0
2022-01-23,Anish,Unable to verify device bol rha h opan nhi ho rha h app,1.0
2022-01-23,Harish Roy,Good app,4.0
2022-01-23,Sameer Khan,Nice,1.0
2022-01-23,Vishwajeet Paul,"App not opening, shows message' unable to verify device'. I don't know the reason",1.0
2022-01-23,Archana Ahuja,Unable to verify device,1.0
2022-01-23,Faisal Shamas,After installation show unable to verify device . app does not open,1.0
2022-01-23,Gvs Prasadu,I can't open the app it says Unable to verify device.,1.0
2022-01-23,JAN SEVA KENDRA,I getting error for verify device,2.0
2022-01-23,Bhanushali Raj,""" UNABLE TO VERIFY DEVICE"" ALWAYS THIS ERROR POP-UP",1.0
2022-01-23,Shah Rohit,"While opening app pops up message ""Unable to verify device"". Could not able to use App further.",1.0
2022-01-23,Anand Dubey,Showing error enable to verify devise and automatically off app,1.0
2022-01-23,prahlad BN,"Unable to download the app. Getting the message 'unable to identify the device,'",1.0
2022-01-23,Pawan Dansr,Not wark app,1.0
2022-01-22,Kalpesh Gandhi,Unable to login after registration on the mobile application. There is no customer support to resolve the issue.,1.0
2022-01-21,Tamotor Naga,"Register failure. After filling up the requirements , there's no option to confirm 😂😂",1.0
2022-01-20,Shant Verma,This app not verify my device.. please check the issue......,1.0
2022-01-20,Saurabh Ahlawat,It says unverified device what should i do ?,2.0
2022-01-20,Amit kumar singh,Unable to varify device show the masssge,1.0
2022-01-20,CHIRAG JAIN,"When i open this app it is saying 'unable to verify device' ,what does it mean",3.0
2022-01-20,Rana G,App Not working and not open homepage Unusually app,1.0
2022-01-20,Anuj Verma,"Not working "" Unable to verify your device""",1.0
2022-01-20,GUR SIDHU099,"This App is not open,",1.0
2022-01-20,Anoop Yadav,If the download then it's not installed properly.,1.0
2022-01-20,Sohabat Shaik,Chandni,1.0
2022-01-20,Manisha Patel Patel,2years,1.0
2022-01-20,Ravi sharma,Supar,4.0
2022-01-20,Ludhiana Gaming Raj,Nice,5.0
2022-01-20,Sumit Kumar,Nice,5.0
2022-01-20,Rajitha Rajitha,Very good,5.0
2022-01-20,Ramita Tripura,Good,2.0
2022-01-20,Kuldeep Kumar,Good,5.0
2022-01-20,Devesh Varshney,I m download this app but this is not open and don't work so it is a wrost app,1.0
2022-01-20,Ashish Sharma,"Absolutely great health digital platform, such like as good experience",5.0
2022-01-20,Sandeep Yadav,"Dear sir app not opening ,massage is showing ""Unable to verify device"".",1.0
2022-01-20,navdeep modi,"After downloading the app, I tried to open it but it said unable to verify device. Kindly guide what to do.",1.0
2022-01-20,Jaspreet Singh,In. my device when i open the app the app got closed and unable to verify device is coming there Please Help Me,1.0
2022-01-19,prashant dahayat,Bogus app because several time when i put the id they do not procees next.worst app,1.0
2022-01-19,Abass Mir,I installed this app &when i try to make user id and click on login it shows You have been blocked...please look at this matter,1.0
2022-01-19,Shiva Pradhan,Cant search hospital or clinic. Alwais shows no result found.,1.0
2022-01-18,Asif Ali,Good,5.0
2022-01-18,Vishal Fotedar,It's only showing Error for OTP.,1.0
2022-01-18,Ham Nawa,Same problem here While opening the App Always shows something went wrong unable to register myself,2.0
2022-01-18,Hussain Aamir,Evrythng inside app is a blank page,1.0
2022-01-18,Adarsh Kumar,👍 great,4.0
2022-01-18,Bikram Mandal,"Writing this after just installation. I forgot my password and if I try it to reset it, the #creat_new_password option is not working in any way after several times. Programmers need to check this option. The suggestion message is always present over the confirm_password tab and I can't enter the password at that box and I can't go ahead for confirm_tab. Please consider the bugs. Thank you.",1.0
2022-01-18,Rajinder Singh,Error app,1.0
2022-01-18,Dheeraj Kumar,Not able to create account. After filling all details confirm option is not available.,2.0
2022-01-18,Shiv Kumar,Vary bad vary bad very bad,1.0
2022-01-18,Syed Arshid,"Not able to download app, tried several times",1.0
2022-01-17,yasim vohra,"Not working, helth record not shown",1.0
2022-01-17,Santosh Kumar Singh,Not working properly 😉,1.0
2022-01-17,Ajay kumar Lahare,कुछ समझ में नही आ रहा है। आई डी और पासवर्ड से आगे नही बढ़ रहा है,1.0
2022-01-15,Khurshid Alam,Ye app kam nhi kr raha mobiles me kyu tecno pova 2:,5.0
2022-01-15,Kanhaiya Lal Rajpurohit,National health mission introduce this app for all your health records .vary usefull when u r in trauma condition.,5.0
2022-01-15,Seema Yadav,Unable to verify device,2.0
2022-01-15,Ravi Shah,Not working.,2.0
2022-01-13,Bonagiri Jayachandra,Super,5.0
2022-01-12,technical jasveer singh help,Very nice,5.0
2022-01-12,ARUN KUMAR,Just your Covid Vaccination detail on this app nothing else. No hospital. No path labs.. Nothing. Totally useless as of now. Govt should first make it mandatory for health institutions then launch it for public. No good use for general public as of now.. Uninstalling,1.0
2022-01-12,Reddy Ravi,Good,1.0
2022-01-12,i music,When I installed this app and run it's show's unable to verify your device.,5.0
2022-01-11,Sathyam Sai,Super,5.0
2022-01-11,Murali Krishnan,😔very bad experience,1.0
2022-01-11,Chennam chandra shekar,Have to improve a lot as it's getting struck,1.0
2022-01-09,MUKESH KUMAR JHA,Good application.,5.0
2022-01-09,Param Jeet Khanna,I tried many times to register myself but not succeeded.,1.0
2022-01-09,vijay tak,Very useful,5.0
2022-01-08,MOHAMED MEERAN,Super,5.0
2022-01-07,Rajiv Nandy,Not open my mobile phone please look into it,2.0
2022-01-07,rohit rapeti,"App is not working. When I enter the health ID, It's not accepting.",2.0
2022-01-07,Rohit Haria,App crash whenever try to open,1.0
2022-01-06,Kanhaiya Lal Silawat,No password create,5.0
2022-01-06,Phunchok Norboo,"Poor app, need to work on it",1.0
2022-01-05,Vikash Sharma,I can't login with my health ID app developer please fix the problem I am already try many times but it show account not found please fix the problem,1.0
2022-01-04,Knowledge World,"Doesn't work,worst App",1.0
2022-01-04,Vinod Sah,FooDr,3.0
2022-01-01,Muni Mk,It's shows unable to verify device...,2.0
2022-01-01,Om Chaturvedi,"It always says -""Cant Process the Request at this Time.. Please Try Later""",1.0
2022-01-01,suresh kawa,Im registered my health id Aadhar & mobile number but few days all time login problem & my Mobile login also not login please kindly slowe my issue Alway unbale to verify divce also,2.0
2022-01-01,INDIAN TIGER,Everytime its showing Unable to verify device,1.0
2022-01-01,Jitender Prasad Singh,Good,5.0
2022-01-01,vivek Singh rajawat,Nice,4.0
2022-01-01,KESHAV DEVARAKONDA,After downloading app says unable to verify the device and closes down. Uninstalled it now,1.0
2022-01-01,Mukund Choudhary,"App not working, after installing I tried to open the app but got error saying, ""Unable to verify device"".",1.0
2021-12-31,Vaibhav Kumar,"Not working. Getting an error in an unusual way "" 7; "". Is the NHA infected with Covid? That is a very wicked error message. I have already tweeted but no reply on my screenshot. Resulting in a star. ........ Update: Finally got to register but it does not have many health care providers sharing records yet. This initiative is going to take long to stabalize. Changing my review from 1 to 2 Edit: Is there a list of providers available as we don't have to keep checking again and again?",2.0
2021-12-31,ANBU CHEZHIAN,I registered for health card it was succesful .similarly i registered for my familyand it was succesful. But when i tried linking my cowin only my card i could link it .but as family i couldnt link cowin which is registered with my mobile number.,3.0
2021-12-31,SIVASAKTHI KN,Super,5.0
2021-12-31,Agartala tripura,It's no work,1.0
2021-12-30,Mohammad Shahnawaz,Nice,5.0
2021-12-30,Nalees SG,தமிழில் எப்போது பதிவு செய்யலாம்,1.0
2021-12-28,Umesh Babu,OK good,4.0
2021-12-27,Rishabh Poddar (Rishi),Not open in My phone this app,1.0
2021-12-27,Arun Krishnan. K,👍,4.0
2021-12-26,Patel Vipul,Cowin certificate not done this apps record ??,2.0
2021-12-22,vishnu sukumar,Good,5.0
2021-12-20,Abhimanyu Kashyap,Bahut hi bekar Hai app Hai naa Jane kitni baar password try Kiya huaa sb fail,1.0
2021-12-18,Anuj Mairh,"App is working fine. But the problem is that it is not fatching cowin details, also hospital details. I thing NDMH should provide detailed manual/Guide as well as detailed information videos on website and YouTube. App seems in very early stage of features and development.",3.0
2021-12-17,AjAY KUMAR,App not working error show unable to verify device,1.0
2021-12-15,GEORGE JOSEPH,When began to open the app it shows 'unable to verify and closes the itself',2.0
2021-12-15,Pavithra Uniforms,Good experience,5.0
2021-12-14,Rashmi Neeraj Shukla,"Not able to open in my phone... Showing error """"unable to verify device""""",1.0
2021-12-14,SHEKH REHMANUL HAQUE,Nice,5.0
2021-12-13,Thakan Sunil,Good,5.0
2021-12-08,Bholendra Singh,Buggy app Hire me I wil make smooth application,1.0
2021-12-07,srinivas kadiyala (S.K.C),Update: No otp is received.,1.0
2021-12-07,Anuranjan Singh,Session keeps getting expired everytime in a short period of time.,1.0
2021-12-06,Naveen Sagar,"The situation is status quo. 3 months ago even we were unable to register, the same is again. The app is as useless and fake as Mr. so called 'FENKU'.",1.0
2021-12-05,Manav,App is crashing on samsung s21 ultra Update 5 December 2021 working fine,5.0
2021-12-05,Irshad Ali,"I am not login in it. Failure cannot process your request at the moment please try later. I have been seen for a week. I really frustrated. Please, improve this application as soon as possible.",1.0
2021-12-05,Jibanananda jena,Excellent,5.0
2021-12-04,HARI KRISHNA PODARALLA,Unable to login. App not responding. Please fix issues.,1.0
2021-12-04,Akhil Mathew,Necessary updates made. App is working without any glitches.,4.0
2021-12-03,horojyoti borah,Unable to verify device showing Kus kaam ka nahin... Kaise kaise aap banate ho vai,1.0
2021-12-03,Abhishek Tiwari,Thanks for update now working fine.,5.0
2021-12-03,POLAKI GOPALA KRISHNA,Good app keep adding new features,5.0
2021-12-03,Matin Khan,Could not link my Data from cowin show no data found even ragister number give to app beside all other app show data then why this app does not show data why ? Gov data does not link gov provide uhid of ceter gov uhid,1.0
2021-12-02,AVUSALI SAHIL,Good👍 Extremely satisfied 😊,5.0
2021-12-02,Ranjan Kumar Hasda,I've created my Health ID online using my phone number and aadhar card. But I am unable to login in the mobile app. Edit1: It seems the problem has been solved. Changed my rating too.,5.0
2021-12-02,Subir Dey,Update: The new version of the app works now Older review: Does not work. OTP failures,5.0
